Engleza (avansati),173,2,2,0
Germana (avansati),30,1,2,0
Germana (incepatori),26,1,2,0
Suedeza,35,1,2,0
Franceza (avansati),65,1,2,0
Spaniola,47,1,2,0
Italiana,22,0,0,3
Portugheza,40,1,0,3
Filologie Clasica,18,0,0,3
Araba,40,1,2,0
Chineza,40,1,2,0
Japoneza,40,1,2,0
Turca,40,1,2,0
Rusa,59,2,0,3
Slave,58,2,0,3
Maghiara,13,0,0,3
Neogreaca,30,1,0,3
Rromani,21,1,0,3
